,title,job_reqid,bu,jobcode,jobclass,description,qualifications,skills,state,minpay,maxpay,jobcode_id,jobclass_id,avgpay,midpay
288,"Electronics Engineer, Space Protection, Mid Career, Top Secret",567877BR,SPACE ,E1384:Electronics Engineer Stf ,Electronics Engineering,"Are you ready to take your career to a new level and work at an extraordinary company in <a href=https://www.lockheedmartinjobs.com/space-denver-colorado target=""_blank"">Littleton CO</a>?<br><br><a href=https://www.youtube.com/watch?v=zktiHGW3xYk target=""_blank"">The coolest jobs on this planet… or any other… are with Lockheed Martin Space!</a><br><br>For over 100 years Lockheed Martin has been designing, building, fielding and supporting some of the most advanced technology in the skies. Are you ready to design what's coming next? Be part of a highly innovative team providing ingenious solutions to complex technical problems facing the aerospace industry. Our culture inspires employees to think big, perform with excellence and build incredible products. We provide the resources, inspiration and focus - if you have the passion and courage to dream big, then we want to build a better tomorrow with you!<br><br>Join us at Lockheed Martin as an <b>Electronics Engineer</b> within the Space Protection Programs (SPP) line of business.  In this role, you will: <br>• Be working on innovations in a variety of microcontroller based board designs.<br>• Develop and implement motor control designs for emerging technologies for space.<br>• Complete integration and test of EDU and flight designs and both the component and system level.<br><br>WE NEED YOU TO HAVE: <br>• Experience with full product life cycle - Knowledge of the definition, interpretation, and implementation of design requirements, coordination and execution of hardware designs, development and integration of hardware for both custom and procured electronic assemblies in accordance with all Lockheed Martin Space engineering process specifications<br>• Attend Design Reviews and provide technical feedback.<br><br>YOU WILL TYPICALLY HAVE: <br>• 9 - 15 years of professional experience for this role.<br><br>• Must have an active <b>Top Secret Clearance</b>, thus <b>US Citizenship</b> is required.<br><br><b>BENEFITS OF EMPLOYMENT:</b><br>Learn more about Lockheed Martin’s <a href=https://www.lockheedmartinjobs.com/working-here#benefits target=""""_blank"""">comprehensive benefits package</a>. <br><br>We are an equal opportunity employer and value diversity at Lockheed Martin. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.<br><br>We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.","• Bachelor of Science or higher from an accredited college in Electrical Engineering or related discipline, or equivalent experience/combined education.<br><br>• Experience with design and/or analysis of digital and analog circuits.<br><br>• Experience with high-reliability electronics through the product lifecycle.<br><br>• Must have an active Top Secret clearance to be considered for this position.","• Experience with motor control applications in electro-mechanical systems.<br>• Experience or willingness to lead teams through challenging engineering issues.<br>• Strong communication skills, and experience presenting to peers, leadership, and/or customers.<br>• Adaptable to new situations and demonstrate self-initiative in solving complex problems.<br>• Experience in Electronics Worst Case Analysis (eWCA) on Circuit Card Assembly (CCA) designs. <br>• Experienced at conducting failure analysis on Electronics (CCA, Unit, and System Level).<br>• Demonstrated ability to identify Root Cause and effectively perform Corrective Actions.<br>• Technical experience in full life cycle development of hardware including design, integration, and test.<br>• Previous or current responsible product engineer experience.<br>• Experience in modeling and analysis tools such as OrCAD PSPICE and/or Saber.<br>• Excellent presentation, oral and written skills.<br>• Able to work effectively in a diverse team environment.<br>• Demonstrated strong problem solving and conflict resolution skills.<br>• Demonstrated systems-thinking through the integration of software, electronics, and mechanical systems.",Colorado ,97500.0,162500.0,4,7,130000.0,130000.0
289,Hardware Design Engineer,565371BR,RMS ,E1104:Hardware Engineer Stf ,Systems Engineering: Other ,"This is the one you've been waiting for! Hardware Design Engineer for Lockheed Martin in Colorado Springs, Colorado? <br><br>Responsibilities include analysis of hardware characteristics and comparison against design requirements; preparation and review of rack level and site drawings and plans; review of the content and details of technical products; and acting as a technical interface to Command and Control Battle Management and Communications National Team (C2BMC NT) working level counterparts. <br><br>Work as part of a small focused team, who will interface with peer-level team members and NT management to ensure high quality products are generated on time and within the resources available. <br><br>*Some CONUS AND OCONUS travel required to support site survey and installations as requested*<br><br>Here are some of the benefits you can enjoy:<br>• Medical (some LM locations have on-site medical)<br>• Dental<br>• 401k (with generous matching)<br>• Paid time off including, (we have a 4x10 schedule which means: 52 three-day weekends!)<br><br>Learn more about our competitive and comprehensive benefits package: <br>https://www.lockheedmartinjobs.com/working-here#benefits","*Must currently hold an Active DoD Secret Security Clearance to be considered for this position*<br><br><br>HANDS-ON EXPERIENCE WITH THE FOLLOWING:<br>Required skill areas include familiarity with the analysis of hardware requirements and support/perform related analysis (heat, weight, power) <br><br>Skills using MS Visio to design rack layouts and preparation and review of diagrams and technical drawings<br><br>Candidate must be able to demonstrate an understanding Networking concepts including Routers, Switches, and Firewalls<br><br>Good verbal and written communication skills","-  Experience designing Juniper hardware in to racked computer systems<br><br>-  Previous experience with development programs and deployment execution activities<br><br><br>We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, sex, gender, gender expression, sexual orientation, age, marital status, veteran status, or disability status. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request an accommodation.",Colorado ,97500.0,162500.0,4,1,130000.0,130000.0
290,Senior Facility Operations Analyst,567666BR,SPACE ,E5103:Facility Operations Analyst Sr ,Administrative,"<b>The coolest jobs on this planet… or any other… are with Lockheed Martin Space.</b><br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every single day we use our skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>This position supports the GPS Control Segment Sustainment II (GCS II) program in Colorado Springs. <br><br>The primary responsibilities of this position are to provide facilities support functions for a multi-building facility.  <br><br>The Facility Operations Analyst Sr will be responsible for a diverse set of actions to include but are not limited to:<br>• Oversee the repair, replacement or redesign of facilities<br>• Monitor work performed by vendors and/or subcontractors<br>• Support ESH compliance<br>• Coordinate communication to building occupants regarding facility upgrades, maintenance shutdowns and enhancements.<br>• Provide off hour support/coverage for special facility projects and any emergencies<br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking. <br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy: <br><br>-  Medical<br><br>-  Dental<br><br>-  401k<br><br>-  Paid time off<br><br>-  Work/life balance<br><br>-  Career development<br><br>-  Mentorship opportunities<br><br>-  Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits (https://www.lockheedmartinjobs.com/working-here#benefits)>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a>","• Experience in property management operation skills inclusive of construction and engineering management, facility management, and environment, safety, and health<br>• Have a sound understanding of the complex and dynamic roles of all personnel involved in design, planning, and construction phases.<br>• Demonstrated experience managing small to medium construction and/or engineering projects within schedule and budget.<br>• Effective written and verbal communication skills","• Bachelor’s degree in project management, maintenance, or engineering discipline<br>• Certification in facility management, construction management, engineering, or similar technical area<br>• Business acumen - budgeting, planning, forecasting, capital expenditures",Colorado ,68500.0,114100.0,3,5,91300.0,91300.0
291,Alternate Information Systems Security Manager,567622BR,SPACE ,E9374:Classified Cyber Security Stf ,Security,"<b>This position requires a Secret clearance with the ability to obtain a Top Secret clearance.</b><br><br>The Classified Cybersecurity Staff will partner with the security team, GPS and SBIRS Programs, and Government customers to perform as an Alternate Information Systems Security Manager (AISSM) for Information Systems (IS) located at the LM Facility in Colorado Springs, CO.<br><br><b>The desired candidate has experience in Information Systems Security Engineering.</b><br><br>In this role, you will:<br>• Oversee day-to-day information system security operations including assisting the ISSM on all technical security matters.<br>• Carry out technical administration of IS in accordance with internal LM and customer security requirements, primarily Risk Management Framework (RMF). <br>• Participating in auditing and continuous monitoring of the IS. <br>• Review and oversee RMF Package authorizations.<br>• Upkeep, monitor, analyze, and respond to security events.<br>• Document compliance actions within the approved automated compliance tracking system or develop a plan of actions and milestones (POA&M).<br>• Ensure systems are operated, maintained, and disposed of in accordance with internal security policies and practices.<br>• Ensure configuration management (CM) for security-relevant IS software, hardware, firmware, and system documentation.<br>• Ensure all information systems lifecycle management documentation are maintained.<br>• Evaluate proposed changes or additions to the information system, and advise the ISSM of their security relevance.<br>• Assist and conduct security IS education and training.<br>• Participate in internal/external security audits/inspections; performs risk assessments.<br>• Assist in conducting investigations of computer security violations and incidents.<br>• Ensure proper protection and corrective measures are taken when an incident or vulnerability has been discovered.<br>• Implement and enforce Information Security Policies and Procedures together with ISSM and CPSO.","• Final Secret Clearance with the ability to obtain a Top-Secret Clearance.<br>• DoD 8570 IAM Level III certification.<br>• Demonstrated technical experience for Windows, Networking, and NIX-based operating systems.<br>• Knowledge of cybersecurity requirements and best practices.","• Knowledge and experience in performing Agile and Lean operations.<br>• Sound collaboration, business acumen and project management skills, understanding of DevSecOps and CI/CD.<br>• Experience with information system accreditation authorities and their implementation of the Risk Management Framework (RMF).<br>• Experience with industry-standard Information Assurance tools and processes such as auditing, scanning and configuration management software.<br>• Bachelor’s degree from an accredited college in a related discipline with 9 years of professional experience, or equivalent experience/combined education; or Masters degree in related discipline with 7 years of professional experience.",Colorado ,97500.0,162500.0,4,4,130000.0,130000.0
292,Software Quality Engineer Senior,562907BR,SPACE ,E1563:Software Quality Engineer Sr ,QA/Test and Inspection,"<b> Your invitation to an exciting future! </b><br><br>Space technology connects millions of people around the world and we’re accelerating tomorrow’s breakthroughs to help our customers stay ahead in an ever-changing world. At Lockheed Martin Space, we are motivated by innovation and integrity. We believe that by applying the highest standards of business ethics and forward-thinking thinking, everything is within our reach – and yours as a Lockheed Martin Space employee. Space values your skills, training, and education. Come and experience your future! <br><br><b> Lockheed Martin Space Systems Company is seeking energized individuals who are passionate about building the space technologies of tomorrow. We have an opportunity for a Software Quality Engineer (SQE) Senior at our Littleton, CO location.  </b> You will be supporting our Navigation Systems Quality Assurance efforts within Space Operations. We invite you to join the team in keeping this nation and our allies secure and enjoy a career with tremendous impact beyond any one individual. We offer you rare career opportunities and challenges in a program with a rich history and exciting future.<br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking. Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually.<br> <br>Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards and Recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>You can learn more about Lockheed Martin’s competitive and comprehensive benefits package by visiting this link.</a>","• Bachelor’s degree from an accredited college in technical discipline (e.g., engineering field) or equivalent discipline (e.g., math, physics, chemistry, etc.), with 5 years of professional experience; or 3 years of professional experience with a related Masters degree.<br>• Technical experience in a related discipline (e.g. Quality Engineering, System Safety, Engineering, Manufacturing, Integration & Test).<br>• Ability to obtain Secret Security clearance,  COMSEC and Crypto. Position is contingent upon receiving final Secret clearance.<br>• Current US Citizenship.<br>• Knowledge of Quality systems/processes and knowledge of external quality standards such as ISO9001 and/or AS9100.<br>• Software Quality or Engineering experience in Requirements Analysis, Design/Development, Product Integration and Test.<br>• Ability to interpret software design and code (C/C++) to verify implementation of requirements.<br>• Ability to work off-shifts and weekends. Although infrequent, position will require some periodic off-shift support for development and testing tasks.<br>• Some travel (although infrequent) will be required for this position in order to support program objectives.","• Ability to work well in an environment with challenging requirements and dynamic schedules. Self-motivated.<br>• Experience with ClearQuest, ClearCase, DOORS, and other CM tools.<br>• ASQ Certified Software Quality Engineer (CSQE)<br>• Strong knowledge of Industry recognized Quality systems / models such as Capability Maturity Model Integrated (CMMI) and International (ISO) <br>• Experience in software systems test<br>• Knowledge of SAP/ERP <br>• Experience with JIRA and Confluence<br>• Experience with Code Collaborator<br>• Current Secret Security clearance and ability to obtain COMSEC and Crypto.<br>• Current MRB certification. Experience making Preliminary Review / Material Review Board decisions.<br>• Experience in executing test planning, processing, and non-conformance processing including root cause analysis and corrective action development.<br>• Experience in establishing quality assurance performance metrics for identifying process improvement.<br>• Experience with US Military customers.<br>• Experience working with DCMA and other government customer support organizations.<br>• Experience working with space vehicle subcontractors and suppliers.<br>• Understanding of export control and ITAR requirements for working with international suppliers.<br>• Lean/Six Sigma black (or green) belt.<br>• Proficient skill level with Microsoft Office applications: Word, Excel, PowerPoint, etc. <br>• Excellent communication skills with the ability to engage and develop rapport with the team and multiple partners and external customers.",Colorado ,79300.0,132100.0,3,7,105700.0,105700.0
293,Systems Engineer Sr.,558880BR,SPACE ,E1463:Systems Engineer Sr ,Systems Engineering: Requirements Development,"Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Engineer on the NextGen OPIR Program you will:<br><br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br><br>• Develop Minimum Viable Product (MVPs) for a critical part of the NGG Ground System<br><br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br><br>• Work under very general supervision in support of larger team goals <br><br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br><br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br><br>• Be able to perform Systems Engineering (Use Case development, requirements decomposition, activity diagrams, et. al)<br><br>• Be well versed in and/or willing to learn Model Based Systems Engineering (MBSE) and its associated tools<br><br>• The candidate will be comfortable in an ever-changing dynamic environment and work well in an agile team.","• Great interpersonal skills working in a team environment<br>• Excellent verbal and written communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Systems Engineering Fundamentals<br>• Ability to obtain a TS/SCI (not required before starting)<br>• Self-driven, ability to work independently and in a team environment",• Demonstrated leadership experience<br>• Familiarity with Agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE<br>• DOORs and/or CAMEO experience<br>• Experience with satellite ground systems<br>• Experience as a satellite operator is a plus<br>• OPIR program experience/exposure<br>• Detail oriented<br>• Version One or Agility tool experience,Colorado ,79300.0,132100.0,3,1,105700.0,105700.0
295,Optical Payload Electronics Manager,554588BR,SPACE ,L1885:Electro-Optical Engrg Mgr ,Management,"The coolest jobs on this planet…or any other… are with Lockheed Martin (LM) Space.<br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus, and if you have the passion and courage to dream big, we want to build a better tomorrow with you. <br><br>Are you passionate about state-of-the-art technology, and seeing your work applied to real life applications that travel to space? Then join Lockheed Martin Space’s Optical Payload Center of Excellence (OPCoE) as an Optical Payload Electronics Manager! OPCoE enables new frontiers in visible-light and infrared systems, missile defense, space exploration and much more. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions some of the world’s hardest engineering problems.<br><br>We are seeking a leader with a track record of delivering to technical, schedule, and financial commitments, and driving the best customer and enterprise value as a result. We want someone who demonstrates a breadth of technical knowledge across multiple functions and a variety of program experience. Our Optical Payload Electronics Manager is someone with exceptional communication skills, and a proven ability to represent the organization to customers, employees, and partners.<br><br>As the Optical Payload Electronics Manager, you will:<br>• Partner with Lines of Business (LOB), OPCoE Program Development, and OPCoE Payload Systems Engineering teams to develop architectures in a consistent manner to allow use of common products<br>• Develop transition plans for low TRL products from the science and technology community<br>• In coordination with OPCoE Program Development, propose and execute IRAD projects with a goal of standardization and maturation<br>• Enhance relationships with strategic suppliers and other LM Business Areas (BAs) to compliment the in-house OPCoE team<br>• Perform as part of the Integrated Product Team (IPT) in cases where an OPCOE make is selected<br>• Work closely with Payload IPTs leads and LOB leadership to understand mission drivers. Fold emerging mission trends into product roadmap to ensure a discriminating edge<br>• Implement and lead technical knowledge management to develop and maintain core competencies, key technical skills, knowledge continuity and facilitate career advancement opportunities to employees<br>• Handle staffing requirements sustain engineering capabilities and preserve critical skills.<br><br>Ideally, you will have a background in electro-optical engineering and possess degree from an accredited program in a related discipline, such as Bachelors degree in Mechanical, Electrical, or other Engineering/Science field.<br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>• Medical<br>• Dental<br>• 401k<br>• Paid time off<br>• Work/life balance<br>• Career development<br>• Mentorship opportunities<br>• Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>Learn more about Lockheed Martin’s competitive and comprehensive benefits package.</a>",• Demonstrated experience with delivering space flight electronics<br>• Established experience in developing technical talent and building pipelines to sustain technical expertise within the organization<br>• US Citizenship with the ability to obtain and maintain a government clearance,"• Have experience in interfacing, biasing and controlling focal plane assemblies. For passive EO, we work with staring and scanning FPAs in the visible and IR domain. For active EO, we work across multiple types of lidar receiver arrays, primarily GmAPD<br>• Have experience working across space and ground applications. Our systems include ground-to-ground, space to ground (and vice versa), and space to space<br>• Have experience in developing payload controller and image data processors. The Payload controller typically receives high level commands from the bus controller. The payload controller is responsible for decomposing bus commands into smaller, discrete commands that may be pushed out to a variety of nodes on the payload <br>• Have experience in developing image data processors. These image data processors may perform a range of processing. The processing may be relatively straightforward computations such as bad pixel mapping and non-uniformity correction. More complex processing may include machine learning/deep learning and autonomous decision making<br>• Have experience in developing laser/lidar controllers. These controllers must have the ability to control and sequence a laser system through various turn on/turn off sequences. This includes the laser power sources (DC-DC convertors) and any thermal regulation<br>• Variety of customer experience and exposure across Space Lines-Of-Businesses. Mission applications for optical payloads include remote sensing (earth pointing and deep space), directed energy, and missile seekers/interceptors<br>• Excellent communications skills both verbal and written with the proven ability to communicate<br>• Demonstrated ability to drive closure and resolve complex technical issues/challenges.<br>• Prior Full Spectrum Leadership roles with proven experience leading employees to perform productively and foster relationships in a cross-functional team environment<br>• 12+ years of demonstrated technical expertise (10+ years with a Master’s degree or above)<br>• 4+ years demonstrated hands-on expertise in space OR complex hardware/software systems<br>• Current TS/SCI clearance",Colorado ,127700.0,212800.0,7,9,170250.0,170250.0
299,Digital Engineering Integrated Product Team Lead,567272BR,SPACE ,E1685:RF Engineer Sr Stf ,RF Engineering,"<b>The coolest jobs on this planet… or any other… are with Lockheed Martin Space!</b><br><br>The RF RADAR and Payload Center of Excellence (RFCOE) is looking for a hardworking and energetic project manager to lead development and project execution for the next generation of digital processors. Digital processors support a multitude of space missions for military, commercial, civil, and special programs customers. Digital processors process data from secure communications, remote sensing, and bus applications. This opportunity is for an Integrated Product Team (IPT) leader to lead a multi-disciplinary team to design, develop, test and deliver a cutting-edge digital processor utilizing common products, leveraging state-of-the art digital technologies, while adhering to program budget and schedule constraints. The role is challenging, but also very rewarding with significant potential for career exposure and advancement on high-visibility programs. We invite all who have a passion for space, digital technologies, and project management to apply.<br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you! <br><br>To promote the sharing of ideas, Lockheed Martin fosters an inclusive work environment that encourages differences and big-picture thinking.<br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br><br>-  Medical<br><br>-  Dental<br><br>-  401k<br><br>-  Paid time off<br><br>-  Work/life balance<br><br>-  Career development<br><br>-  Mentorship opportunities<br><br>-  Rewards & recognition<br><br><a href=https://www.lockheedmartinjobs.com/working-here#benefits>You can learn more about Lockheed Martin’s competitive and comprehensive benefits package by visiting this link.</a><br><br>As a federal contractor Lockheed Martin is required to provide the candidate an opportunity to request a reasonable accommodation during the application process. <br><br>We are an equal opportunity employer and value diversity at Lockheed Martin. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","• Space digital design and development experience or analysis for space applications<br> <br>• Strong desire to learn and grow as leader within new “go fast” development project<br><br>• Experience with phases of product lifecycle (e.g., SRR, PDR, CDR, MRR, and TRR). <br><br>• Excellent communication and interpersonal skills, including a demonstrated ability to interact effectively with customers, management, and peers<br><br>• Demonstrated ability to work effectively on multiple projects in parallel (good multi-tasker)<br><br>• Experience in managing research or design projects","• Masters or PhD degree, with emphasis on RF or Communications Engineering<br><br>• Experience with proposal development, technical and cost submissions<br><br>• Experience leading multi-discipline teams<br><br>• Very familiar with use of Microsoft products, including Microsoft Project<br><br>• Active TS/SCI Clearance",Colorado ,127700.0,212800.0,5,7,170250.0,170250.0
300,Systems Integration and Test Engineer Sr.,558813BR,SPACE ,E1783:Sys Integratn/Test Eng Sr ,Systems Engineering: Assembly/Integration and Test,"Our amazing people are on a mission to make a difference in the world and every day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>Are you looking to develop your career as a Systems Integration and Test Engineer? <br><br>Do you want to be part of a dynamic, fast-moving, high performance team that's creating a best-in-class team culture, all while quickly adapting to ever-changing customer requirements?<br><br>As a Systems Integration and Test Engineer on the NextGen OPIR Program you will:<br><br>• Integrate into a small, high-performing Product Team led by a Scrum Master and Product Owner <br><br>• Support daily Scrum Meetings, Team Demos, and monthly Staff Calls<br><br>• Work under very general supervision in support of larger team goals <br><br>• Support Ad hoc tasking and stretch assignments as outlined by Program Technical Leaders<br><br>• Relentlessly pursue continuous improvement, emphasize outcomes over metrics, and be a good teammate <br><br>• Be able to interpret complex system requirements<br><br>• The successful candidate will excel working as part of a technical team of software and integration engineers who successfully integrate, test, and deploy complex systems to the customer. <br><br>• This position will be responsible for contributing to detailed design, coding new content and bug fixes, contributing to unit testing, automating unit testing where possible, and contributing to integration testing as needed. <br><br>• Software integration projects will vary from satellite command and control software, to satellite payload sensor management software, to mission specific software, to ground hardware & network control software. <br><br>• The candidate will be comfortable in an ever-changing dynamic environment and work well in an agile team.","• Great interpersonal skills working in a team environment<br>• Excellent written and verbal communication skills<br>• Flexibility and determination to learn new skills<br>• Proficiency in Microsoft Office software products<br>• Familiarity with Systems Engineering<br>• Familiarity with Integration and Test/Verification<br>• Ability to obtain a TS/SCI (not required before starting)<br>• Self-driven, ability to work independently and in a team environment","• Demonstrated leadership experience<br>• Familiarity with Agile process<br>• Demonstrated effective communication skills<br>• Experience in generating design documents that adhere to technical standards<br>• Familiarity with MBSE is a plus<br>• Understanding of I&V Life Cycle<br>• Automated Test experience is a plus<br>• DOORs and/or CAMEO experience<br>• Within C++, a basic understanding of Boost and Qt. <br>• An understanding of Simple Network Management Protocol (SNMP)<br>• Automated unit testing experience<br>• Experience with CI/CD tools like Jenkins, or working in a DevOps environment<br>• Experience with satellite ground systems<br>• Experience writing/delivering on software requirements for complex systems<br>• Experience working in a Linux environment<br>• Experience as an operator is a plus<br>• OPIR program experience/exposure<br>• Scripting skills<br>• Ability to generate code for and execute automated testing<br>• DXL scripting skills<br>• Detail oriented",Colorado ,79300.0,132100.0,3,1,105700.0,105700.0
303,Digital Systems Architect,554922BR,SPACE ,E1806:Comp Systems Architect Prin ,RF Engineering,"The coolest jobs on this planet…or any other… are with Lockheed Martin (LM) Space.<br><br>At the dawn of a new space age, Lockheed Martin is a pioneer, partner, innovator and builder. Our amazing people are on a mission to make a difference in the world and every single day we use our unique skills and experiences to create, design and build solutions to some of the worlds’ hardest engineering problems. Our culture encourages employees to dream big, perform with excellence and create incredible products. We provide the resources, inspiration and focus, and if you have the passion and courage to dream big, we want to build a better tomorrow with you.<br><br>As a Digital System Architect with Space you would lead the development and build of the next generation RF Digital Payload Processors and Communication Systems. Communication payloads or RF payloads are needed for every platform and serve missions ranging from human space flight, commercial broadband services, national intelligence, protected communications, navigation and more. Our product portfolio includes a wide range of international and domestic programs, addressing the important needs of our commercial, civil and military customers.<br><br>Specific responsibilities include:<br>•Act as program or proposal tech lead for digital processor design team<br>•Provide guidance to department as Chief Engineer<br>•Develop design concepts and technical baselines for payload communications processors and digital payload electronics<br>•Digital system product development leadership<br>•Develop digital system architecture<br>•Provide technical guidance and direction to electronics vendors, production, ATLO and LM design team to ensure compliance of the product with all program requirements.<br>•Leadership of cross-functional development teams, coordinating with partners (e.g. subcontractor, customer, SEIT, and parts organizations)<br>•Design, manufacturing, production, test, and ownership of documentation (design, analysis, and interface definition)<br>•Create technology maturation and risk reduction plans for critical payload elements and satellite subsystems<br>•Support proposal development activities for objective payload systems<br>•Coordinate with partners (e.g., subcontractor, customer, SEIT, and multiple M&P and parts organizations) and handle closure of Action Items and Liens.<br><br>This position may require domestic travel as necessary to fulfill job responsibilities. <br><br>To promote the sharing of ideas, Lockheed Martin nurtures an inclusive work environment that inspires differences and big-picture thinking. <br><br>Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:<br>•Medical<br>•Dental<br>•401k<br>•Paid time off<br>•Work/life balance<br>•Career development<br>•Mentorship opportunities<br>•Rewards & recognition<br><br>As a federal contractor Lockheed Martin is required to provide the candidate an opportunity to request a reasonable accommodation during the application process. <br>We are an equal opportunity employer and value diversity at Lockheed Martin. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.","• Proven leadership of cross-functional development teams, vendors, and subcontractors to ensure product compliance with customer requirements<br>• Ability to develop and analyze technical requirements, perform trade studies, conduct major design reviews (e.g. PDR and/or CDR) and allocate functions down to subsystems and hardware/software.<br>• Excellent communication and interpersonal skills, including a demonstrated ability to interact effectively with customers, management, and peers. <br>• Ability to write technical sections of customer requests for information (RFIs) or proposals, including developing presentations to describe the technical approach in a clear manner.<br>• Prior experience with phases of product lifecycle (e.g., SRR, PDR, CDR, MRR, and TRR).<br>• Active TS/SCI Clearance","• Broad understanding of spacecraft electronics <br>• Existing CPE certification<br>• Working knowledge of current US DoD Protected Satellite Communications (i.e., Milstar/AEHF)<br>• Experience developing Analog/Digital interfaces<br>• Experience with full-life cycle of software or ASIC/FGPA development<br>• Prior satellite communications design experience<br>• Proven ability to develop analytical modeling and simulation tools/environments<br>• Master’s degree in Electrical Engineering, Computer Science, or related field","California, Colorado",146800.0,244600.0,6,7,195700.0,195700.0
